"coachID","year","tmID","lgID","won","lost"
"hopkibo01","1977","SEA","NBA","5","17"
"johnsph01","1977","KCK","NBA","13","24"
"kauffbo01","1977","DET","NBA","29","29"
"leonasl01","1977","IND","NBA","31","51"
"loughke01","1977","NJN","NBA","24","58"
"maclejo01","1977","PHO","NBA","49","33"
"moedo01","1977","SAS","NBA","52","30"
"mottadi01","1977","WSB","NBA","44","38"
"nelsodo01","1977","MIL","NBA","44","38"
"nissato01","1977","HOU","NBA","28","54"
"ramsaja01","1977","POR","NBA","58","24"
"reedwi01","1977","NYK","NBA","43","39"
"sandeto01","1977","BOS","NBA","21","27"
"shuege01","1977","PHI","NBA","2","4"
"stavela01","1977","KCK","NBA","18","27"
"westje01","1977","LAL","NBA","45","37"
"wilkele01","1977","SEA","NBA","42","18"
"attleal01","1978","GSW","NBA","38","44"
"bayloel01","1978","NOJ","NBA","26","56"
"brownhu01","1978","ATL","NBA","46","36"
"brownla01","1978","DEN","NBA","28","25"
"costela01","1978","CHI","NBA","20","36"
"cowenda01","1978","BOS","NBA","27","41"
"cunnibi01","1978","PHI","NBA","47","35"
"fitchbi01","1978","CLE","NBA","30","52"
"fitzsco01","1978","KCK","NBA","48","34"
"holzmre01","1978","NYK","NBA","25","43"
"leonasl01","1978","IND","NBA","38","44"
"loughke01","1978","NJN","NBA","37","45"
"maclejo01","1978","PHO","NBA","50","32"
"moedo01","1978","SAS","NBA","48","34"
"mottadi01","1978","WSB","NBA","54","28"
"nelsodo01","1978","MIL","NBA","38","44"
"nissato01","1978","HOU","NBA","47","35"
"ramsaja01","1978","POR","NBA","45","37"
"reedwi01","1978","NYK","NBA","6","8"
"robersc01","1978","CHI","NBA","11","15"
"sandeto01","1978","BOS","NBA","2","12"
"shuege01","1978","SDC","NBA","43","39"
"vitaldi01","1978","DET","NBA","30","52"
"walshdo01","1978","DEN","NBA","19","10"
"westje01","1978","LAL","NBA","47","35"
"wilkele01","1978","SEA","NBA","52","30"
"adubari01","1979","DET","NBA","12","58"
"albecst01","1979","CLE","NBA","37","45"
"attleal01","1979","GSW","NBA","18","43"
"bachjo01","1979","GSW","NBA","6","15"
"bassbo01","1979","SAS","NBA","8","8"
"brownhu01","1979","ATL","NBA","50","32"
"cunnibi01","1979","PHI","NBA","59","23"
"fitchbi01","1979","BOS","NBA","61","21"
"fitzsco01","1979","KCK","NBA","47","35"
"harride02","1979","HOU","NBA","41","41"
"holzmre01","1979","NYK","NBA","39","43"
"leonasl01","1979","IND","NBA","37","45"
"loughke01","1979","NJN","NBA","34","48"
"maclejo01","1979","PHO","NBA","55","27"
"mckinja01","1979","LAL","NBA","10","4"
"moedo01","1979","SAS","NBA","33","33"
"mottadi01","1979","WSB","NBA","39","43"
"nelsodo01","1979","MIL","NBA","49","33"
"nissato01","1979","UTA","NBA","24","58"
"ramsaja01","1979","POR","NBA","38","44"
"shuege01","1979","SDC","NBA","35","47"
"sloanje01","1979","CHI","NBA","30","52"
"vitaldi01","1979","DET","NBA","4","8"
"walshdo01","1979","DEN","NBA","30","52"
"westhpa01","1979","LAL","NBA","50","18"
"wilkele01","1979","SEA","NBA","56","26"
"albecst01","1980","SAS","NBA","52","30"
"attleal01","1980","GSW","NBA","39","43"
"brownhu01","1980","ATL","NBA","31","48"
"cunnibi01","1980","PHI","NBA","62","20"
"delando01","1980","CLE","NBA","3","8"
"fitchbi01","1980","BOS","NBA","62","20"
"fitzsco01","1980","KCK","NBA","40","42"
"fratemi01","1980","ATL","NBA","0","3"
"harride02","1980","HOU","NBA","40","42"
"holzmre01","1980","NYK","NBA","50","32"
"loughke01","1980","NJN","NBA","12","23"
"mackibo01","1980","NJN","NBA","12","35"
"maclejo01","1980","PHO","NBA","57","25"
"mckinja01","1980","IND","NBA","44","38"
"moedo01","1980","DEN","NBA","26","25"
"mottadi01","1980","DAL","NBA","15","67"
"mussebi01","1980","CLE","NBA","25","46"
"nelsodo01","1980","MIL","NBA","60","22"
"nissato01","1980","UTA","NBA","28","54"
"ramsaja01","1980","POR","NBA","45","37"
"robersc01","1980","DET","NBA","21","61"
"shuege01","1980","WSB","NBA","39","43"
"silaspa01","1980","SDC","NBA","36","46"
"sloanje01","1980","CHI","NBA","45","37"
"walshdo01","1980","DEN","NBA","11","20"
"westhpa01","1980","LAL","NBA","54","28"
"wilkele01","1980","SEA","NBA","34","48"
"albecst01","1981","SAS","NBA","48","34"
"attleal01","1981","GSW","NBA","45","37"
"brownla01","1981","NJN","NBA","44","38"
"cunnibi01","1981","PHI","NBA","58","24"
"dalych01","1981","CLE","NBA","9","32"
"delando01","1981","CLE","NBA","4","11"
"fitchbi01","1981","BOS","NBA","63","19"
"fitzsco01","1981","KCK","NBA","30","52"
"harride02","1981","HOU","NBA","46","36"
"holzmre01","1981","NYK","NBA","33","49"
"johnsph01","1981","CHI","NBA","0","1"
"kloppbo01","1981","CLE","NBA","0","3"
"laydefr01","1981","UTA","NBA","17","45"
"loughke01","1981","ATL","NBA","42","40"
"maclejo01","1981","PHO","NBA","46","36"
"mckinja01","1981","IND","NBA","35","47"
"moedo01","1981","DEN","NBA","46","36"
"mottadi01","1981","DAL","NBA","28","54"
"mussebi01","1981","CLE","NBA","2","21"
"nelsodo01","1981","MIL","NBA","55","27"
"nissato01","1981","UTA","NBA","8","12"
"ramsaja01","1981","POR","NBA","42","40"
"rileypa01","1981","LAL","NBA","50","21"
"robersc01","1981","DET","NBA","39","43"
"shuege01","1981","WSB","NBA","43","39"
"silaspa01","1981","SDC","NBA","17","65"
"sloanje01","1981","CHI","NBA","19","32"
"thornro01","1981","CHI","NBA","15","15"
"westhpa01","1981","LAL","NBA","7","4"
"wilkele01","1981","SEA","NBA","52","30"
"albecst01","1982","SAS","NBA","53","29"
"attleal01","1982","GSW","NBA","30","52"
"blairbi01","1982","NJN","NBA","2","4"
"brownhu01","1982","NYK","NBA","44","38"
"brownla01","1982","NJN","NBA","47","29"
"cunnibi01","1982","PHI","NBA","65","17"
"fitchbi01","1982","BOS","NBA","56","26"
"fitzsco01","1982","KCK","NBA","45","37"
"harride02","1982","HOU","NBA","14","68"
"laydefr01","1982","UTA","NBA","30","52"
"loughke01","1982","ATL","NBA","43","39"
"maclejo01","1982","PHO","NBA","53","29"
"mckinja01","1982","IND","NBA","20","62"
"moedo01","1982","DEN","NBA","45","37"
"mottadi01","1982","DAL","NBA","38","44"
"nelsodo01","1982","MIL","NBA","51","31"
"nissato01","1982","CLE","NBA","23","59"
"ramsaja01","1982","POR","NBA","46","36"
"rileypa01","1982","LAL","NBA","58","24"
"robersc01","1982","DET","NBA","37","45"
"shuege01","1982","WSB","NBA","42","40"
"silaspa01","1982","SDC","NBA","25","57"
"westhpa01","1982","CHI","NBA","28","54"
"wilkele01","1982","SEA","NBA","48","34"
"albecst01","1983","NJN","NBA","45","37"
"bachjo01","1983","GSW","NBA","37","45"
"bassbo01","1983","SAS","NBA","26","25"
"brownhu01","1983","NYK","NBA","47","35"
"cunnibi01","1983","PHI","NBA","52","30"
"dalych01","1983","DET","NBA","49","33"
"fitchbi01","1983","HOU","NBA","29","53"
"fitzsco01","1983","KCK","NBA","38","44"
"fratemi01","1983","ATL","NBA","40","42"
"joneskc01","1983","BOS","NBA","62","20"
"laydefr01","1983","UTA","NBA","45","37"
"loughke01","1983","CHI","NBA","27","55"
"lynamji01","1983","SDC","NBA","30","52"
"maclejo01","1983","PHO","NBA","41","41"
"mchonmo01","1983","SAS","NBA","11","20"
"mckinja01","1983","IND","NBA","26","56"
"moedo01","1983","DEN","NBA","38","44"
"mottadi01","1983","DAL","NBA","43","39"
"nelsodo01","1983","MIL","NBA","50","32"
"nissato01","1983","CLE","NBA","28","54"
"ramsaja01","1983","POR","NBA","48","34"
"rileypa01","1983","LAL","NBA","54","28"
"shuege01","1983","WSB","NBA","35","47"
"wilkele01","1983","SEA","NBA","42","40"
"albecst01","1984","NJN","NBA","42","40"
"bachjo01","1984","GSW","NBA","22","60"
"brownhu01","1984","NYK","NBA","24","58"
"chanedo01","1984","LAC","NBA","9","12"
"cunnibi01","1984","PHI","NBA","58","24"
"dalych01","1984","DET","NBA","46","36"
"fitchbi01","1984","HOU","NBA","48","34"
"fitzsco01","1984","SAS","NBA","41","41"
"fratemi01","1984","ATL","NBA","34","48"
"irvinge01","1984","IND","NBA","22","60"
"johnsph01","1984","KCK","NBA","30","43"
"joneskc01","1984","BOS","NBA","63","19"
"karlge01","1984","CLE","NBA","36","46"
"laydefr01","1984","UTA","NBA","41","41"
"loughke01","1984","CHI","NBA","38","44"
"lynamji01","1984","LAC","NBA","22","39"
"maclejo01","1984","PHO","NBA","36","46"
"mckinja01","1984","KCK","NBA","1","8"
"moedo01","1984","DEN","NBA","52","30"
"mottadi01","1984","DAL","NBA","44","38"
"nelsodo01","1984","MIL","NBA","59","23"
"ramsaja01","1984","POR","NBA","42","40"
"rileypa01","1984","LAL","NBA","62","20"
"shuege01","1984","WSB","NBA","40","42"
"wilkele01","1984","SEA","NBA","31","51"
"albecst01","1985","CHI","NBA","30","52"
"bachjo01","1985","GSW","NBA","30","52"
"bickebe01","1985","SEA","NBA","31","51"
"brownhu01","1985","NYK","NBA","23","59"
"chanedo01","1985","LAC","NBA","32","50"
"dalych01","1985","DET","NBA","46","36"
"fitchbi01","1985","HOU","NBA","51","31"
"fitzsco01","1985","SAS","NBA","35","47"
"fratemi01","1985","ATL","NBA","50","32"
"guokama02","1985","PHI","NBA","54","28"
"irvinge01","1985","IND","NBA","26","56"
"johnsph01","1985","SAC","NBA","37","45"
"joneskc01","1985","BOS","NBA","67","15"
"karlge01","1985","CLE","NBA","25","42"
"laydefr01","1985","UTA","NBA","42","40"
"littlge01","1985","CLE","NBA","4","11"
"loughke01","1985","WSB","NBA","7","6"
"maclejo01","1985","PHO","NBA","32","50"
"moedo01","1985","DEN","NBA","47","35"
"mottadi01","1985","DAL","NBA","44","38"
"nelsodo01","1985","MIL","NBA","57","25"
"ramsaja01","1985","POR","NBA","40","42"
"rileypa01","1985","LAL","NBA","62","20"
"shuege01","1985","WSB","NBA","32","37"
"wohlda01","1985","NJN","NBA","39","43"
"bickebe01","1986","SEA","NBA","39","43"
"brownhu01","1986","NYK","NBA","4","12"
"chanedo01","1986","LAC","NBA","12","70"
"collido01","1986","CHI","NBA","40","42"
"dalych01","1986","DET","NBA","52","30"
"fitchbi01","1986","HOU","NBA","42","40"
"fratemi01","1986","ATL","NBA","57","25"
"guokama02","1986","PHI","NBA","45","37"
"hillbo01","1986","NYK","NBA","20","46"
"johnsph01","1986","SAC","NBA","14","32"
"joneskc01","1986","BOS","NBA","59","23"
"karlge01","1986","GSW","NBA","42","40"
"laydefr01","1986","UTA","NBA","44","38"
"loughke01","1986","WSB","NBA","42","40"
"maclejo01","1986","PHO","NBA","22","34"
"moedo01","1986","DEN","NBA","37","45"
"mottadi01","1986","DAL","NBA","55","27"
"nelsodo01","1986","MIL","NBA","50","32"
"ramsaja01","1986","IND","NBA","41","41"
"reynoje02","1986","SAC","NBA","15","21"
"rileypa01","1986","LAL","NBA","65","17"
"schulmi01","1986","POR","NBA","49","33"
"vanardi01","1986","PHO","NBA","14","12"
"weissbo01","1986","SAS","NBA","28","54"
"wilkele01","1986","CLE","NBA","31","51"
"wohlda01","1986","NJN","NBA","24","58"
"bickebe01","1987","SEA","NBA","44","38"
"collido01","1987","CHI","NBA","50","32"
"dalych01","1987","DET","NBA","54","28"
"fitchbi01","1987","HOU","NBA","46","36"
"fratemi01","1987","ATL","NBA","50","32"
"gregoed01","1987","GSW","NBA","4","14"
"guokama02","1987","PHI","NBA","20","23"
"harride02","1987","MIL","NBA","42","40"
"joneskc01","1987","BOS","NBA","57","25"
"karlge01","1987","GSW","NBA","16","48"
"laydefr01","1987","UTA","NBA","47","35"
"loughke01","1987","WSB","NBA","8","19"
"lynamji01","1987","PHI","NBA","16","23"
"mackibo01","1987","NJN","NBA","10","29"
"maclejo01","1987","DAL","NBA","53","29"
"moedo01","1987","DEN","NBA","54","28"
"pitinri01","1987","NYK","NBA","38","44"
"ramsaja01","1987","IND","NBA","38","44"
"reedwi01","1987","NJN","NBA","7","21"
"reynoje02","1987","SAC","NBA","7","17"
"rileypa01","1987","LAL","NBA","62","20"
"russebi01","1987","SAC","NBA","17","41"
"schulmi01","1987","POR","NBA","53","29"
"shuege01","1987","LAC","NBA","17","65"
"unselwe01","1987","WSB","NBA","30","25"
"weissbo01","1987","SAS","NBA","31","51"
"wetzejo01","1987","PHO","NBA","28","54"
"wilkele01","1987","CLE","NBA","42","40"
"wohlda01","1987","NJN","NBA","2","13"
"adelmri01","1988","POR","NBA","14","21"
"bickebe01","1988","SEA","NBA","46","30"
"brownla01","1988","SAS","NBA","21","61"
"caseydo01","1988","LAC","NBA","11","33"
"chanedo01","1988","HOU","NBA","45","37"
"collido01","1988","CHI","NBA","47","35"
"dalych01","1988","DET","NBA","63","19"
"danieme01","1988","IND","NBA","0","2"
"fitzsco01","1988","PHO","NBA","55","27"
"fratemi01","1988","ATL","NBA","52","30"
"harride02","1988","MIL","NBA","49","33"
"hartedi01","1988","CHH","NBA","20","62"
"irvinge01","1988","IND","NBA","6","14"
"kloppbo01","1988","SEA","NBA","1","4"
"laydefr01","1988","UTA","NBA","11","6"
"lynamji01","1988","PHI","NBA","46","36"
"maclejo01","1988","DAL","NBA","38","44"
"moedo01","1988","DEN","NBA","44","38"
"nelsodo01","1988","GSW","NBA","43","39"
"newelto01","1988","SEA","NBA","0","1"
"pitinri01","1988","NYK","NBA","52","30"
"ramsaja01","1988","IND","NBA","0","7"
"reedwi01","1988","NJN","NBA","26","56"
"reynoje02","1988","SAC","NBA","27","55"
"rileypa01","1988","LAL","NBA","57","25"
"rodgeji01","1988","BOS","NBA","42","40"
"rothsro01","1988","MIA","NBA","15","67"
"schulmi01","1988","POR","NBA","25","22"
"shuege01","1988","LAC","NBA","10","28"
"sloanje01","1988","UTA","NBA","40","25"
"unselwe01","1988","WSB","NBA","40","42"
"versadi01","1988","IND","NBA","22","31"
"wilkele01","1988","CLE","NBA","57","25"
"adelmri01","1989","POR","NBA","59","23"
"adubari01","1989","DAL","NBA","42","29"
"bickebe01","1989","SEA","NBA","41","41"
"brownla01","1989","SAS","NBA","56","26"
"caseydo01","1989","LAC","NBA","30","52"
"chanedo01","1989","HOU","NBA","41","41"
"dalych01","1989","DET","NBA","59","23"
"fitchbi01","1989","NJN","NBA","17","65"
"fitzsco01","1989","PHO","NBA","54","28"
"fratemi01","1989","ATL","NBA","41","41"
"guokama02","1989","ORL","NBA","18","64"
"harride02","1989","MIL","NBA","44","38"
"hartedi01","1989","CHH","NBA","8","32"
"jacksph01","1989","CHI","NBA","55","27"
"jacksst03","1989","NYK","NBA","45","37"
"littlge01","1989","CHH","NBA","11","31"
"lynamji01","1989","PHI","NBA","53","29"
"maclejo01","1989","DAL","NBA","5","6"
"moedo01","1989","DEN","NBA","43","39"
"mottadi01","1989","SAC","NBA","16","38"
"mussebi01","1989","MIN","NBA","22","60"
"nelsodo01","1989","GSW","NBA","37","45"
"reynoje02","1989","SAC","NBA","7","21"
"rileypa01","1989","LAL","NBA","63","19"
"rodgeji01","1989","BOS","NBA","52","30"
"rothsro01","1989","MIA","NBA","18","64"
"sloanje01","1989","UTA","NBA","55","27"
"unselwe01","1989","WSB","NBA","31","51"
"versadi01","1989","IND","NBA","42","40"
"wilkele01","1989","CLE","NBA","42","40"
"adelmri01","1990","POR","NBA","63","19"
"adubari01","1990","DAL","NBA","28","54"
"brownla01","1990","SAS","NBA","55","27"
"chanedo01","1990","HOU","NBA","52","30"
"dalych01","1990","DET","NBA","50","32"
"dunlemi01","1990","LAL","NBA","58","24"
"fitchbi01","1990","NJN","NBA","26","56"
"fitzsco01","1990","PHO","NBA","55","27"
"fordch01","1990","BOS","NBA","56","26"
"guokama02","1990","ORL","NBA","31","51"
"harride02","1990","MIL","NBA","48","34"
"hillbo01","1990","IND","NBA","32","25"
"jacksph01","1990","CHI","NBA","61","21"
"jacksst03","1990","NYK","NBA","7","8"
"joneskc01","1990","SEA","NBA","41","41"
"littlge01","1990","CHH","NBA","26","56"
"lynamji01","1990","PHI","NBA","44","38"
"maclejo01","1990","NYK","NBA","32","35"
"mottadi01","1990","SAC","NBA","25","57"
"mussebi01","1990","MIN","NBA","29","53"
"nelsodo01","1990","GSW","NBA","44","38"
"rothsro01","1990","MIA","NBA","24","58"
"schulmi01","1990","LAC","NBA","31","51"
"sloanje01","1990","UTA","NBA","54","28"
"unselwe01","1990","WSB","NBA","30","52"
"versadi01","1990","IND","NBA","9","16"
"weissbo01","1990","ATL","NBA","43","39"
"westhpa01","1990","DEN","NBA","20","62"
"wilkele01","1990","CLE","NBA","33","49"
"adelmri01","1991","POR","NBA","57","25"
"adubari01","1991","DAL","NBA","22","60"
"bassbo01","1991","SAS","NBA","26","18"
"bristal01","1991","CHH","NBA","31","51"
"brownla01","1991","LAC","NBA","23","12"
"brownla01","1991","SAS","NBA","21","17"
"calvima01","1991","LAC","NBA","1","1"
"chanedo01","1991","HOU","NBA","26","26"
"dalych01","1991","DET","NBA","48","34"
"dunlemi01","1991","LAL","NBA","43","39"
"fitchbi01","1991","NJN","NBA","40","42"
"fitzsco01","1991","PHO","NBA","53","29"
"fordch01","1991","BOS","NBA","51","31"
"guokama02","1991","ORL","NBA","21","61"
"hamblfr01","1991","MIL","NBA","23","42"
"harride02","1991","MIL","NBA","8","9"
"hillbo01","1991","IND","NBA","40","42"
"hughere01","1991","SAC","NBA","22","35"
"jacksph01","1991","CHI","NBA","67","15"
"joneskc01","1991","SEA","NBA","18","18"
"karlge01","1991","SEA","NBA","27","15"
"kloppbo01","1991","SEA","NBA","2","2"
"loughke01","1991","MIA","NBA","38","44"
"lynamji01","1991","PHI","NBA","35","47"
"mottadi01","1991","SAC","NBA","7","18"
"nelsodo01","1991","GSW","NBA","55","27"
"rileypa01","1991","NYK","NBA","51","31"
"rodgeji01","1991","MIN","NBA","15","67"
"schulmi01","1991","LAC","NBA","21","24"
"sloanje01","1991","UTA","NBA","55","27"
"tomjaru01","1991","HOU","NBA","16","14"
"unselwe01","1991","WSB","NBA","25","57"
"weissbo01","1991","ATL","NBA","38","44"
"westhpa01","1991","DEN","NBA","24","58"
"wilkele01","1991","CLE","NBA","57","25"
"adelmri01","1992","POR","NBA","51","31"
"adubari01","1992","DAL","NBA","2","27"
"bristal01","1992","CHH","NBA","44","38"
"brownla01","1992","LAC","NBA","41","41"
"cartefr01","1992","PHI","NBA","7","19"
"dalych01","1992","NJN","NBA","43","39"
"dunlemi01","1992","MIL","NBA","28","54"
"fordch01","1992","BOS","NBA","48","34"
"guokama02","1992","ORL","NBA","41","41"
"heardga01","1992","DAL","NBA","9","44"
"hillbo01","1992","IND","NBA","41","41"
"hughere01","1992","SAS","NBA","1","0"
"isselda01","1992","DEN","NBA","36","46"
"jacksph01","1992","CHI","NBA","57","25"
"karlge01","1992","SEA","NBA","55","27"
"loughke01","1992","MIA","NBA","36","46"
"lowesi01","1992","MIN","NBA","13","40"
"lucasjo01","1992","SAS","NBA","39","22"
"moedo01","1992","PHI","NBA","19","37"
"nelsodo01","1992","GSW","NBA","34","48"
"pfundra01","1992","LAL","NBA","39","43"
"rileypa01","1992","NYK","NBA","60","22"
"rodgeji01","1992","MIN","NBA","6","23"
"rothsro01","1992","DET","NBA","40","42"
"sloanje01","1992","UTA","NBA","47","35"
"stjeaga01","1992","SAC","NBA","25","57"
"tarkaje01","1992","SAS","NBA","9","11"
"tomjaru01","1992","HOU","NBA","55","27"
"unselwe01","1992","WSB","NBA","22","60"
"weissbo01","1992","ATL","NBA","43","39"
"westppa01","1992","PHO","NBA","62","20"
"wilkele01","1992","CLE","NBA","54","28"
"adelmri01","1993","POR","NBA","47","35"
"bertkbi01","1993","LAL","NBA","1","1"
"bristal01","1993","CHH","NBA","41","41"
"brownla01","1993","IND","NBA","47","35"
"bucknqu01","1993","DAL","NBA","13","69"
"cartefr01","1993","PHI","NBA","25","57"
"chanedo01","1993","DET","NBA","20","62"
"dalych01","1993","NJN","NBA","45","37"
"dunlemi01","1993","MIL","NBA","20","62"
"fordch01","1993","BOS","NBA","32","50"
"fratemi01","1993","CLE","NBA","47","35"
"hillbr01","1993","ORL","NBA","50","32"
"isselda01","1993","DEN","NBA","42","40"
"jacksph01","1993","CHI","NBA","55","27"
"johnsma02","1993","LAL","NBA","5","11"
"karlge01","1993","SEA","NBA","63","19"
"loughke01","1993","MIA","NBA","42","40"
"lowesi01","1993","MIN","NBA","20","62"
"lucasjo01","1993","SAS","NBA","55","27"
"nelsodo01","1993","GSW","NBA","50","32"
"pfundra01","1993","LAL","NBA","27","37"
"rileypa01","1993","NYK","NBA","57","25"
"sloanje01","1993","UTA","NBA","53","29"
"stjeaga01","1993","SAC","NBA","28","54"
"tomjaru01","1993","HOU","NBA","58","24"
"unselwe01","1993","WSB","NBA","24","58"
"weissbo01","1993","LAC","NBA","27","55"
"westppa01","1993","PHO","NBA","56","26"
"wilkele01","1993","ATL","NBA","57","25"
"beardbu01","1994","NJN","NBA","30","52"
"bickebe01","1994","DEN","NBA","20","12"
"blairbi01","1994","MIN","NBA","21","61"
"bristal01","1994","CHH","NBA","50","32"
"brownla01","1994","IND","NBA","52","30"
"carlepj01","1994","POR","NBA","44","38"
"chanedo01","1994","DET","NBA","28","54"
"dunlemi01","1994","MIL","NBA","34","48"
"fitchbi01","1994","LAC","NBA","17","65"
"fordch01","1994","BOS","NBA","35","47"
"fratemi01","1994","CLE","NBA","43","39"
"gentral01","1994","MIA","NBA","15","21"
"harride02","1994","LAL","NBA","48","34"
"hillbo01","1994","SAS","NBA","62","20"
"hillbr01","1994","ORL","NBA","57","25"
"isselda01","1994","DEN","NBA","18","16"
"jacksph01","1994","CHI","NBA","47","35"
"karlge01","1994","SEA","NBA","57","25"
"laniebo01","1994","GSW","NBA","12","25"
"littlge01","1994","DEN","NBA","3","13"
"loughke01","1994","MIA","NBA","17","29"
"lucasjo01","1994","PHI","NBA","24","58"
"lynamji01","1994","WSB","NBA","21","61"
"mottadi01","1994","DAL","NBA","36","46"
"nelsodo01","1994","GSW","NBA","14","31"
"rileypa01","1994","NYK","NBA","55","27"
"sloanje01","1994","UTA","NBA","60","22"
"stjeaga01","1994","SAC","NBA","39","43"
"tomjaru01","1994","HOU","NBA","47","35"
"westppa01","1994","PHO","NBA","59","23"
"wilkele01","1994","ATL","NBA","42","40"
"adelmri01","1995","GSW","NBA","36","46"
"beardbu01","1995","NJN","NBA","30","52"
"bickebe01","1995","DEN","NBA","35","47"
"blairbi01","1995","MIN","NBA","6","14"
"bristal01","1995","CHH","NBA","41","41"
"brownla01","1995","IND","NBA","52","30"
"carlepj01","1995","POR","NBA","44","38"
"carrml01","1995","BOS","NBA","33","49"
"collido01","1995","DET","NBA","46","36"
"dunlemi01","1995","MIL","NBA","25","57"
"fitchbi01","1995","LAC","NBA","29","53"
"fitzsco01","1995","PHO","NBA","27","22"
"fratemi01","1995","CLE","NBA","47","35"
"harride02","1995","LAL","NBA","53","29"
"hillbo01","1995","SAS","NBA","59","23"
"hillbr01","1995","ORL","NBA","60","22"
"jacksph01","1995","CHI","NBA","72","10"
"karlge01","1995","SEA","NBA","64","18"
"lucasjo01","1995","PHI","NBA","18","64"
"lynamji01","1995","WSB","NBA","39","43"
"malonbr01","1995","TOR","NBA","21","61"
"mottadi01","1995","DAL","NBA","26","56"
"nelsodo01","1995","NYK","NBA","34","25"
"rileypa01","1995","MIA","NBA","42","40"
"saundfl01","1995","MIN","NBA","20","42"
"sloanje01","1995","UTA","NBA","55","27"
"stjeaga01","1995","SAC","NBA","39","43"
"tomjaru01","1995","HOU","NBA","48","34"
"vanguje01","1995","NYK","NBA","13","10"
"westppa01","1995","PHO","NBA","14","19"
"wilkele01","1995","ATL","NBA","46","36"
"wintebr01","1995","VAN","NBA","15","67"
"adelmri01","1996","GSW","NBA","30","52"
"adubari01","1996","ORL","NBA","21","12"
"aingeda01","1996","PHO","NBA","40","34"
"bickebe01","1996","DEN","NBA","4","9"
"bickebe01","1996","WSB","NBA","22","13"
"brownla01","1996","IND","NBA","39","43"
"calipjo01","1996","NJN","NBA","26","56"
"carlepj01","1996","POR","NBA","49","33"
"carrml01","1996","BOS","NBA","15","67"
"cleamji01","1996","DAL","NBA","24","58"
"collido01","1996","DET","NBA","54","28"
"cowenda01","1996","CHH","NBA","54","28"
"davisjo01","1996","PHI","NBA","22","60"
"fitchbi01","1996","LAC","NBA","36","46"
"fitzsco01","1996","PHO","NBA","0","8"
"fordch01","1996","MIL","NBA","33","49"
"fratemi01","1996","CLE","NBA","42","40"
"harride02","1996","LAL","NBA","56","26"
"hillbo01","1996","SAS","NBA","3","15"
"hillbr01","1996","ORL","NBA","24","25"
"jacksph01","1996","CHI","NBA","69","13"
"jacksst03","1996","VAN","NBA","6","33"
"jordaed01","1996","SAC","NBA","6","9"
"karlge01","1996","SEA","NBA","57","25"
"lynamji01","1996","WSB","NBA","22","24"
"mottadi01","1996","DEN","NBA","17","52"
"popovgr01","1996","SAS","NBA","17","47"
"rileypa01","1996","MIA","NBA","61","21"
"saundfl01","1996","MIN","NBA","40","42"
"sloanje01","1996","UTA","NBA","64","18"
"staakbo01","1996","WSB","NBA","0","1"
"stjeaga01","1996","SAC","NBA","28","39"
"tomjaru01","1996","HOU","NBA","57","25"
