"coachID","year","tmID","lgID","won","lost"
"vanguje01","1996","NYK","NBA","57","25"
"walkeda01","1996","TOR","NBA","30","52"
"wilkele01","1996","ATL","NBA","56","26"
"wintebr01","1996","VAN","NBA","8","35"
"aingeda01","1997","PHO","NBA","56","26"
"bickebe01","1997","WAS","NBA","42","40"
"birdla01","1997","IND","NBA","58","24"
"brownla01","1997","PHI","NBA","31","51"
"calipjo01","1997","NJN","NBA","43","39"
"carlepj01","1997","GSW","NBA","19","63"
"cartebu01","1997","TOR","NBA","5","28"
"cleamji01","1997","DAL","NBA","4","12"
"collido01","1997","DET","NBA","21","24"
"cowenda01","1997","CHH","NBA","51","31"
"dalych01","1997","ORL","NBA","41","41"
"dunlemi01","1997","POR","NBA","46","36"
"fitchbi01","1997","LAC","NBA","17","65"
"fordch01","1997","MIL","NBA","36","46"
"fratemi01","1997","CLE","NBA","47","35"
"gentral01","1997","DET","NBA","16","21"
"hanzlbi01","1997","DEN","NBA","11","71"
"harride02","1997","LAL","NBA","61","21"
"hillbr01","1997","VAN","NBA","19","63"
"jacksph01","1997","CHI","NBA","62","20"
"jordaed01","1997","SAC","NBA","27","55"
"karlge01","1997","SEA","NBA","61","21"
"nelsodo01","1997","DAL","NBA","16","50"
"pitinri01","1997","BOS","NBA","36","46"
"popovgr01","1997","SAS","NBA","56","26"
"rileypa01","1997","MIA","NBA","55","27"
"saundfl01","1997","MIN","NBA","45","37"
"sloanje01","1997","UTA","NBA","62","20"
"tomjaru01","1997","HOU","NBA","41","41"
"vanguje01","1997","NYK","NBA","43","39"
"walkeda01","1997","TOR","NBA","11","38"
"wilkele01","1997","ATL","NBA","50","32"
"adelmri01","1998","SAC","NBA","27","23"
"aingeda01","1998","PHO","NBA","27","23"
"bertkbi01","1998","LAL","NBA","1","0"
"bickebe01","1998","WAS","NBA","13","19"
"birdla01","1998","IND","NBA","33","17"
"broveji01","1998","WAS","NBA","5","13"
"brownla01","1998","PHI","NBA","28","22"
"calipjo01","1998","NJN","NBA","3","17"
"carlepj01","1998","GSW","NBA","21","29"
"cartebu01","1998","TOR","NBA","23","27"
"caseydo01","1998","NJN","NBA","13","17"
"cowenda01","1998","CHH","NBA","4","11"
"dalych01","1998","ORL","NBA","33","17"
"dantomi01","1998","DEN","NBA","14","36"
"dunlemi01","1998","POR","NBA","35","15"
"floydti01","1998","CHI","NBA","13","37"
"fordch01","1998","LAC","NBA","9","41"
"fratemi01","1998","CLE","NBA","22","28"
"gentral01","1998","DET","NBA","29","21"
"harride02","1998","LAL","NBA","6","6"
"hillbr01","1998","VAN","NBA","8","42"
"karlge01","1998","MIL","NBA","28","22"
"nelsodo01","1998","DAL","NBA","19","31"
"pitinri01","1998","BOS","NBA","19","31"
"popovgr01","1998","SAS","NBA","37","13"
"rambiku01","1998","LAL","NBA","24","13"
"rileypa01","1998","MIA","NBA","33","17"
"saundfl01","1998","MIN","NBA","25","25"
"silaspa01","1998","CHH","NBA","22","13"
"sloanje01","1998","UTA","NBA","37","13"
"tomjaru01","1998","HOU","NBA","31","19"
"vanguje01","1998","NYK","NBA","27","23"
"westppa01","1998","SEA","NBA","25","25"
"wilkele01","1998","ATL","NBA","31","19"
"adelmri01","1999","SAC","NBA","44","38"
"aingeda01","1999","PHO","NBA","13","7"
"birdla01","1999","IND","NBA","56","26"
"brownla01","1999","PHI","NBA","49","33"
"carlepj01","1999","GSW","NBA","6","21"
"cartebu01","1999","TOR","NBA","45","37"
"caseydo01","1999","NJN","NBA","31","51"
"dunlemi01","1999","POR","NBA","59","23"
"floydti01","1999","CHI","NBA","17","65"
"fordch01","1999","LAC","NBA","11","34"
"gentral01","1999","DET","NBA","28","30"
"heardga01","1999","WAS","NBA","14","30"
"hillbr01","1999","VAN","NBA","4","18"
"hollili01","1999","VAN","NBA","18","42"
"irvinge01","1999","DET","NBA","14","10"
"isselda01","1999","DEN","NBA","35","47"
"jacksph01","1999","LAL","NBA","67","15"
"karlge01","1999","MIL","NBA","42","40"
"nelsodo01","1999","DAL","NBA","40","42"
"pitinri01","1999","BOS","NBA","35","47"
"popovgr01","1999","SAS","NBA","53","29"
"rileypa01","1999","MIA","NBA","52","30"
"riverdo01","1999","ORL","NBA","41","41"
"saundfl01","1999","MIN","NBA","50","32"
"silaspa01","1999","CHH","NBA","49","33"
"skilesc01","1999","PHO","NBA","40","22"
"sloanje01","1999","UTA","NBA","55","27"
"stjeaga01","1999","GSW","NBA","13","42"
"toddji01","1999","LAC","NBA","4","33"
"tomjaru01","1999","HOU","NBA","34","48"
"vanguje01","1999","NYK","NBA","50","32"
"walkeda01","1999","WAS","NBA","15","23"
"westppa01","1999","SEA","NBA","45","37"
"wilkele01","1999","ATL","NBA","28","54"
"wittmra01","1999","CLE","NBA","32","50"
"adelmri01","2000","SAC","NBA","55","27"
"brownla01","2000","PHI","NBA","56","26"
"cowenda01","2000","GSW","NBA","17","65"
"dunlemi01","2000","POR","NBA","50","32"
"floydti01","2000","CHI","NBA","15","67"
"gentral01","2000","LAC","NBA","31","51"
"hamille01","2000","WAS","NBA","19","63"
"irvinge01","2000","DET","NBA","32","50"
"isselda01","2000","DEN","NBA","40","42"
"jacksph01","2000","LAL","NBA","56","26"
"karlge01","2000","MIL","NBA","52","30"
"krugelo01","2000","ATL","NBA","25","57"
"lowesi01","2000","VAN","NBA","23","59"
"mcmilna01","2000","SEA","NBA","38","29"
"nelsodo01","2000","DAL","NBA","53","29"
"obrieji03","2000","BOS","NBA","24","24"
"pitinri01","2000","BOS","NBA","12","22"
"popovgr01","2000","SAS","NBA","58","24"
"rileypa01","2000","MIA","NBA","50","32"
"riverdo01","2000","ORL","NBA","43","39"
"saundfl01","2000","MIN","NBA","47","35"
"scottby01","2000","NJN","NBA","26","56"
"silaspa01","2000","CHH","NBA","46","36"
"skilesc01","2000","PHO","NBA","51","31"
"sloanje01","2000","UTA","NBA","53","29"
"thomais01","2000","IND","NBA","41","41"
"tomjaru01","2000","HOU","NBA","45","37"
"vanguje01","2000","NYK","NBA","48","34"
"westppa01","2000","SEA","NBA","6","9"
"wilkele01","2000","TOR","NBA","47","35"
"wittmra01","2000","CLE","NBA","30","52"
"adelmri01","2001","SAC","NBA","61","21"
"berrybi01","2001","CHI","NBA","0","2"
"brownla01","2001","PHI","NBA","43","39"
"carliri01","2001","DET","NBA","50","32"
"cartwbi01","2001","CHI","NBA","17","38"
"chanedo01","2001","NYK","NBA","20","43"
"cheekma01","2001","POR","NBA","49","33"
"collido01","2001","WAS","NBA","37","45"
"cowenda01","2001","GSW","NBA","8","15"
"evansmi01","2001","DEN","NBA","18","38"
"floydti01","2001","CHI","NBA","4","21"
"gentral01","2001","LAC","NBA","39","43"
"isselda01","2001","DEN","NBA","9","17"
"jacksph01","2001","LAL","NBA","58","24"
"johnsfr01","2001","PHO","NBA","11","20"
"karlge01","2001","MIL","NBA","41","41"
"krugelo01","2001","ATL","NBA","33","49"
"lowesi01","2001","MEM","NBA","23","59"
"lucasjo01","2001","CLE","NBA","29","53"
"mcmilna01","2001","SEA","NBA","45","37"
"nelsodo01","2001","DAL","NBA","57","25"
"obrieji03","2001","BOS","NBA","49","33"
"popovgr01","2001","SAS","NBA","58","24"
"rileypa01","2001","MIA","NBA","36","46"
"riverdo01","2001","ORL","NBA","44","38"
"saundfl01","2001","MIN","NBA","50","32"
"scottby01","2001","NJN","NBA","52","30"
"silaspa01","2001","CHH","NBA","44","38"
"skilesc01","2001","PHO","NBA","25","26"
"sloanje01","2001","UTA","NBA","44","38"
"thomais01","2001","IND","NBA","42","40"
"tomjaru01","2001","HOU","NBA","28","54"
"vanguje01","2001","NYK","NBA","10","9"
"wilkele01","2001","TOR","NBA","42","40"
"wintebr01","2001","GSW","NBA","13","46"
"adelmri01","2002","SAC","NBA","59","23"
"brownhu01","2002","MEM","NBA","28","46"
"brownla01","2002","PHI","NBA","48","34"
"bzdelje01","2002","DEN","NBA","17","65"
"carliri01","2002","DET","NBA","50","32"
"cartwbi01","2002","CHI","NBA","30","52"
"chanedo01","2002","NYK","NBA","37","45"
"cheekma01","2002","POR","NBA","50","32"
"collido01","2002","WAS","NBA","37","45"
"gentral01","2002","LAC","NBA","19","39"
"jacksph01","2002","LAL","NBA","50","32"
"johnsde01","2002","LAC","NBA","8","16"
"johnsfr01","2002","PHO","NBA","44","38"
"karlge01","2002","MIL","NBA","42","40"
"krugelo01","2002","ATL","NBA","11","16"
"lowesi01","2002","MEM","NBA","0","8"
"lucasjo01","2002","CLE","NBA","8","34"
"mcmilna01","2002","SEA","NBA","40","42"
"musseer01","2002","GSW","NBA","38","44"
"nelsodo01","2002","DAL","NBA","60","22"
"obrieji03","2002","BOS","NBA","44","38"
"popovgr01","2002","SAS","NBA","60","22"
"rileypa01","2002","MIA","NBA","25","57"
"riverdo01","2002","ORL","NBA","42","40"
"saundfl01","2002","MIN","NBA","51","31"
"scottby01","2002","NJN","NBA","49","33"
"silaspa01","2002","NOH","NBA","47","35"
"sloanje01","2002","UTA","NBA","47","35"
"smartke01","2002","CLE","NBA","9","31"
"stottte01","2002","ATL","NBA","24","31"
"thomais01","2002","IND","NBA","48","34"
"tomjaru01","2002","HOU","NBA","43","39"
"wilkele01","2002","TOR","NBA","24","58"
"adelmri01","2003","SAC","NBA","55","27"
"ayersra01","2003","PHI","NBA","21","31"
"brownhu01","2003","MEM","NBA","50","32"
"brownla01","2003","DET","NBA","54","28"
"bzdelje01","2003","DEN","NBA","43","39"
"carliri01","2003","IND","NBA","61","21"
"carrojo02","2003","BOS","NBA","14","22"
"cartwbi01","2003","CHI","NBA","4","10"
"chanedo01","2003","NYK","NBA","15","24"
"cheekma01","2003","POR","NBA","41","41"
"dantomi01","2003","PHO","NBA","21","40"
"davisjo01","2003","ORL","NBA","20","51"
"dunlemi01","2003","LAC","NBA","28","54"
"floydti01","2003","NOH","NBA","41","41"
"fordch01","2003","PHI","NBA","12","18"
"frankla01","2003","NJN","NBA","25","15"
"jacksph01","2003","LAL","NBA","56","26"
"johnsfr01","2003","PHO","NBA","8","13"
"jordaed01","2003","WAS","NBA","25","57"
"mcmilna01","2003","SEA","NBA","37","45"
"musseer01","2003","GSW","NBA","37","45"
"myerspe01","2003","CHI","NBA","0","2"
"nelsodo01","2003","DAL","NBA","52","30"
"obrieji03","2003","BOS","NBA","22","24"
"oneilke01","2003","TOR","NBA","33","49"
"popovgr01","2003","SAS","NBA","57","25"
"portete01","2003","MIL","NBA","41","41"
"riverdo01","2003","ORL","NBA","1","10"
"saundfl01","2003","MIN","NBA","58","24"
"scottby01","2003","NJN","NBA","22","20"
"silaspa01","2003","CLE","NBA","35","47"
"skilesc01","2003","CHI","NBA","19","47"
"sloanje01","2003","UTA","NBA","42","40"
"stottte01","2003","ATL","NBA","28","54"
"vanguje01","2003","HOU","NBA","45","37"
"vangust01","2003","MIA","NBA","42","40"
"wilkele01","2003","NYK","NBA","23","19"
"willihe01","2003","NYK","NBA","1","0"
"adelmri01","2004","SAC","NBA","50","32"
"bickebe01","2004","CHA","NBA","18","64"
"brownhu01","2004","MEM","NBA","5","7"
"brownla01","2004","DET","NBA","54","28"
"bzdelje01","2004","DEN","NBA","13","15"
"carliri01","2004","IND","NBA","44","38"
"cheekma01","2004","POR","NBA","22","33"
"coopemi01","2004","DEN","NBA","4","10"
"dantomi01","2004","PHO","NBA","62","20"
"davisjo01","2004","ORL","NBA","31","33"
"dunlemi01","2004","LAC","NBA","37","45"
"frankla01","2004","NJN","NBA","42","40"
"fratemi01","2004","MEM","NBA","40","30"
"hamblfr01","2004","LAL","NBA","10","29"
"jentch01","2004","ORL","NBA","5","13"
"johnsav01","2004","DAL","NBA","16","2"
"jordaed01","2004","WAS","NBA","45","37"
"karlge01","2004","DEN","NBA","32","8"
"malonbr01","2004","CLE","NBA","8","10"
"mchalke01","2004","MIN","NBA","19","12"
"mcmilna01","2004","SEA","NBA","52","30"
"mitchsa01","2004","TOR","NBA","33","49"
"montgmi01","2004","GSW","NBA","34","48"
"nelsodo01","2004","DAL","NBA","42","22"
"obrieji03","2004","PHI","NBA","43","39"
"popovgr01","2004","SAS","NBA","59","23"
"portete01","2004","MIL","NBA","30","52"
"pritcke01","2004","POR","NBA","5","22"
"riverdo01","2004","BOS","NBA","45","37"
"saundfl01","2004","MIN","NBA","25","26"
"scottby01","2004","NOH","NBA","18","64"
"silaspa01","2004","CLE","NBA","34","30"
"skilesc01","2004","CHI","NBA","47","35"
"sloanje01","2004","UTA","NBA","26","56"
"tomjaru01","2004","LAL","NBA","24","19"
"vanguje01","2004","HOU","NBA","51","31"
"vangust01","2004","MIA","NBA","59","23"
"wilkele01","2004","NYK","NBA","17","22"
"willihe01","2004","NYK","NBA","16","27"
"woodsmi01","2004","ATL","NBA","13","69"
"adelmri01","2005","SAC","NBA","44","38"
"bickebe01","2005","CHA","NBA","26","56"
"brownla01","2005","NYK","NBA","23","59"
"brownmi02","2005","CLE","NBA","50","32"
"carliri01","2005","IND","NBA","41","41"
"caseydw01","2005","MIN","NBA","33","49"
"cheekma01","2005","PHI","NBA","38","44"
"dantomi01","2005","PHO","NBA","54","28"
"dunlemi01","2005","LAC","NBA","47","35"
"frankla01","2005","NJN","NBA","49","33"
"fratemi01","2005","MEM","NBA","49","33"
"hillbo01","2005","SEA","NBA","22","30"
"hillbr01","2005","ORL","NBA","36","46"
"jacksph01","2005","LAL","NBA","45","37"
"johnsav01","2005","DAL","NBA","60","22"
"jordaed01","2005","WAS","NBA","42","40"
"karlge01","2005","DEN","NBA","44","38"
"mcmilna01","2005","POR","NBA","21","61"
"mitchsa01","2005","TOR","NBA","27","55"
"montgmi01","2005","GSW","NBA","34","48"
"popovgr01","2005","SAS","NBA","63","19"
"rileypa01","2005","MIA","NBA","41","20"
"riverdo01","2005","BOS","NBA","33","49"
"saundfl01","2005","DET","NBA","64","18"
"scottby01","2005","NOK","NBA","38","44"
"skilesc01","2005","CHI","NBA","41","41"
"sloanje01","2005","UTA","NBA","41","41"
"stottte01","2005","MIL","NBA","40","42"
"vanguje01","2005","HOU","NBA","34","48"
"vangust01","2005","MIA","NBA","11","10"
"weissbo01","2005","SEA","NBA","13","17"
"woodsmi01","2005","ATL","NBA","26","56"
"baronto01","2006","MEM","NBA","16","36"
"bickebe01","2006","CHA","NBA","33","49"
"brownmi02","2006","CLE","NBA","50","32"
"carliri01","2006","IND","NBA","35","47"
"caseydw01","2006","MIN","NBA","20","20"
"cheekma01","2006","PHI","NBA","35","47"
"dantomi01","2006","PHO","NBA","61","21"
"dunlemi01","2006","LAC","NBA","40","42"
"frankla01","2006","NJN","NBA","41","41"
"fratemi01","2006","MEM","NBA","6","24"
"hillbo01","2006","SEA","NBA","31","51"
"hillbr01","2006","ORL","NBA","40","42"
"jacksph01","2006","LAL","NBA","42","40"
"johnsav01","2006","DAL","NBA","67","15"
"jordaed01","2006","WAS","NBA","41","41"
"karlge01","2006","DEN","NBA","45","37"
"krystla01","2006","MIL","NBA","5","13"
"mcmilna01","2006","POR","NBA","32","50"
"mitchsa01","2006","TOR","NBA","47","35"
"musseer01","2006","SAC","NBA","33","49"
"nelsodo01","2006","GSW","NBA","42","40"
"popovgr01","2006","SAS","NBA","58","24"
"rileypa01","2006","MIA","NBA","44","38"
"riverdo01","2006","BOS","NBA","24","58"
"saundfl01","2006","DET","NBA","53","29"
"scottby01","2006","NOK","NBA","39","43"
"skilesc01","2006","CHI","NBA","49","33"
"sloanje01","2006","UTA","NBA","51","31"
"stottte01","2006","MIL","NBA","23","41"
"thomais01","2006","NYK","NBA","33","49"
"vanguje01","2006","HOU","NBA","52","30"
"wittmra01","2006","MIN","NBA","12","30"
"woodsmi01","2006","ATL","NBA","30","52"
"adelmri01","2007","HOU","NBA","55","27"
"boylaji01","2007","CHI","NBA","24","32"
"brownmi02","2007","CLE","NBA","45","37"
"carlepj01","2007","SEA","NBA","20","62"
"cheekma01","2007","PHI","NBA","40","42"
"dantomi01","2007","PHO","NBA","55","27"
"dunlemi01","2007","LAC","NBA","23","59"
"frankla01","2007","NJN","NBA","34","48"
"iavarma01","2007","MEM","NBA","22","60"
"jacksph01","2007","LAL","NBA","57","25"
"johnsav01","2007","DAL","NBA","51","31"
"jordaed01","2007","WAS","NBA","43","39"
"karlge01","2007","DEN","NBA","50","32"
"krystla01","2007","MIL","NBA","26","56"
"mcmilna01","2007","POR","NBA","41","41"
"mitchsa01","2007","TOR","NBA","41","41"
"myerspe01","2007","CHI","NBA","0","1"
"nelsodo01","2007","GSW","NBA","48","34"
"obrieji03","2007","IND","NBA","36","46"
"popovgr01","2007","SAS","NBA","56","26"
"rileypa01","2007","MIA","NBA","15","67"
"riverdo01","2007","BOS","NBA","66","16"
"saundfl01","2007","DET","NBA","59","23"
"scottby01","2007","NOH","NBA","56","26"
"skilesc01","2007","CHI","NBA","9","16"
"sloanje01","2007","UTA","NBA","54","28"
"theusre01","2007","SAC","NBA","38","44"
"thomais01","2007","NYK","NBA","23","59"
"vangust01","2007","ORL","NBA","52","30"
"vincesa01","2007","CHR","NBA","32","50"
"wittmra01","2007","MIN","NBA","22","60"
"woodsmi01","2007","ATL","NBA","37","45"
"adelmri01","2008","HOU","NBA","53","29"
"brooksc01","2008","OKC","NBA","22","46"
"brownla01","2008","CHR","NBA","35","47"
"brownmi02","2008","CLE","NBA","66","16"
"carlepj01","2008","OKC","NBA","1","13"
"carliri01","2008","DAL","NBA","50","32"
"cheekma01","2008","PHI","NBA","9","14"
"currymi01","2008","DET","NBA","39","43"
"dantomi01","2008","NYK","NBA","32","50"
"davisjo01","2008","MEM","NBA","0","2"
"delnevi01","2008","CHI","NBA","41","41"
"dileoto01","2008","PHI","NBA","32","27"
"dunlemi01","2008","LAC","NBA","19","63"
"frankla01","2008","NJN","NBA","34","48"
"gentral01","2008","PHO","NBA","18","13"
"hollili01","2008","MEM","NBA","13","26"
"iavarma01","2008","MEM","NBA","11","30"
"jacksph01","2008","LAL","NBA","65","17"
"jordaed01","2008","WAS","NBA","1","10"
"karlge01","2008","DEN","NBA","54","28"
"mchalke01","2008","MIN","NBA","20","43"
"mcmilna01","2008","POR","NBA","54","28"
"mitchsa01","2008","TOR","NBA","8","9"
"nattke01","2008","SAC","NBA","11","47"
"nelsodo01","2008","GSW","NBA","29","53"
"obrieji03","2008","IND","NBA","36","46"
"popovgr01","2008","SAS","NBA","54","28"
"portete01","2008","PHO","NBA","23","18"
"riverdo01","2008","BOS","NBA","62","20"
"scottby01","2008","NOH","NBA","49","33"
"skilesc01","2008","MIL","NBA","34","48"
"sloanje01","2008","UTA","NBA","48","34"
"spoeler01","2008","MIA","NBA","43","39"
"tapsced01","2008","WAS","NBA","18","53"
"theusre01","2008","SAC","NBA","6","18"
"trianja01","2008","TOR","NBA","25","40"
"vangust01","2008","ORL","NBA","59","23"
"wittmra01","2008","MIN","NBA","4","15"
"woodsmi01","2008","ATL","NBA","47","35"
"adelmri01","2009","HOU","NBA","42","40"
"barrito01","2009","NJN","NBA","0","2"
"bowerje01","2009","NOH","NBA","34","39"
"brooksc01","2009","OKC","NBA","50","32"
"brownla01","2009","CHR","NBA","44","38"
"brownmi02","2009","CLE","NBA","61","21"
"carliri01","2009","DAL","NBA","55","27"
"dantomi01","2009","NYK","NBA","29","53"
"delnevi01","2009","CHI","NBA","41","41"
"dunlemi01","2009","LAC","NBA","21","28"
"frankla01","2009","NJN","NBA","0","16"
"gentral01","2009","PHO","NBA","54","28"
"hollili01","2009","MEM","NBA","40","42"
"hugheki01","2009","LAC","NBA","8","25"
"jacksph01","2009","LAL","NBA","57","25"
"jordaed01","2009","PHI","NBA","27","55"
"karlge01","2009","DEN","NBA","53","29"
"kuestjo01","2009","DET","NBA","27","55"
"mcmilna01","2009","POR","NBA","50","32"
"nelsodo01","2009","GSW","NBA","26","56"
"obrieji03","2009","IND","NBA","32","50"
"popovgr01","2009","SAS","NBA","50","32"
"rambiku01","2009","MIN","NBA","15","67"
"riverdo01","2009","BOS","NBA","50","32"
"saundfl01","2009","WAS","NBA","26","56"
"scottby01","2009","NOH","NBA","3","6"
"skilesc01","2009","MIL","NBA","46","36"
"sloanje01","2009","UTA","NBA","53","29"
"spoeler01","2009","MIA","NBA","47","35"
"trianja01","2009","TOR","NBA","40","42"
"vandeki01","2009","NJN","NBA","12","52"
"vangust01","2009","ORL","NBA","59","23"
"westppa01","2009","SAC","NBA","25","57"
"woodsmi01","2009","ATL","NBA","53","29"
"adelmri01","2010","HOU","NBA","43","39"
"brooksc01","2010","OKC","NBA","55","27"
"brownla01","2010","CHA","NBA","9","19"
"carliri01","2010","DAL","NBA","57","25"
"collido01","2010","PHI","NBA","41","41"
"corbity01","2010","UTA","NBA","8","20"
"dantomi01","2010","NYK","NBA","42","40"
"delnevi01","2010","LAC","NBA","32","50"
"drewla01","2010","ATL","NBA","44","38"
"gentral01","2010","PHO","NBA","40","42"
"hollili01","2010","MEM","NBA","46","36"
"jacksph01","2010","LAL","NBA","57","25"
"johnsav01","2010","NJN","NBA","24","58"
"karlge01","2010","DEN","NBA","50","32"
"kuestjo01","2010","DET","NBA","30","52"
"mcmilna01","2010","POR","NBA","48","34"
"obrieji03","2010","IND","NBA","17","27"
"popovgr01","2010","SAS","NBA","61","21"
"rambiku01","2010","MIN","NBA","17","65"
"riverdo01","2010","BOS","NBA","56","26"
"saundfl01","2010","WAS","NBA","23","59"
"scottby01","2010","CLE","NBA","19","63"
"silaspa01","2010","CHA","NBA","25","29"
"skilesc01","2010","MIL","NBA","35","47"
"sloanje01","2010","UTA","NBA","31","23"
"smartke01","2010","GSW","NBA","36","46"
"spoeler01","2010","MIA","NBA","58","24"
"thiboto01","2010","CHI","NBA","62","20"
"trianja01","2010","TOR","NBA","22","60"
"vangust01","2010","ORL","NBA","52","30"
"vogelfr01","2010","IND","NBA","20","18"
"westppa01","2010","SAC","NBA","24","58"
"willimo01","2010","NOH","NBA","46","36"
"drewla01","2011","ATL","NBA","40","26"
"riverdo01","2011","BOS","NBA","39","27"
"silaspa01","2011","CHA","NBA","7","59"
"thiboto01","2011","CHI","NBA","50","16"
"scottby01","2011","CLE","NBA","21","45"
"carliri01","2011","DAL","NBA","36","30"
"karlge01","2011","DEN","NBA","38","28"
"frankla01","2011","DET","NBA","25","41"
"jacksma01 ","2011","GSW","NBA","23","43"
"mchalke01","2011","HOU","NBA","34","32"
"vogelfr01","2011","IND","NBA","42","24"
"delnevi01","2011","LAC","NBA","40","26"
"brownmi02","2011","LAL","NBA","41","25"
"hollili01","2011","MEM","NBA","41","25"
"spoeler01","2011","MIA","NBA","46","20"
"skilesc01","2011","MIL","NBA","31","35"
"adelmri01","2011","MIN","NBA","26","40"
"johnsav01","2011","NJN","NBA","22","44"
"willimo01","2011","NOH","NBA","21","45"
"dantomi01","2011","NYK","NBA","18","24"
"woodsmi01","2011","NYK","NBA","18","6"
"brooksc01","2011","OKC","NBA","47","19"
"vangust01","2011","ORL","NBA","37","29"
"collido01","2011","PHI","NBA","35","31"
"gentral01","2011","PHO","NBA","33","33"
"mcmilna01","2011","POR","NBA","20","23"
"canalka01","2011","POR","NBA","8","15"
"westppa01","2011","SAC","NBA","2","5"
"smartke01","2011","SAC","NBA","20","39"
"popovgr01","2011","SAS","NBA","50","16"
"caseydw01","2011","TOR","NBA","23","43"
"corbity01","2011","UTA","NBA","36","30"
"saundfl01","2011","WAS","NBA","2","15"
"wittmra01","2011","WAS","NBA","18","31"
"johnsne01","1962","PGR","ABL1","12","10"
"phillan01","1961","CHM","ABL1","39","44"
"sobiero01","1962","CHM","ABL1","8","20"
"sharmbi01","1961","LAJ","ABL1","24","15"
"mclenjo01","1961","CLP","ABL1","26","25"
"sharmbi01","1961","CLP","ABL1","19","11"
"rochare01","1961","HAW","ABL1","29","53"
"brighal01","1962","LBC","ABL1","16","8"
"mcmahja01","1961","KCS","ABL1","54","25"
"deejo01","1962","KCS","ABL1","22","9"
"stutzst01","1961","WNY","ABL1","31","50"
"perrima01","1962","PHT","ABL1","10","18"
"robiner01","1962","OAO","ABL1","11","14"
"woolpph01","1961","SFS","ABL1","6","9"
"osheake01","1961","SFS","ABL1","",""
"brighal01","1961","SFS","ABL1","",""
"gunthco01","1947","ATC","PBLA","7","1"
"lewisfr01","1947","BIR","PBLA","5","2"
"dehnehe01","1947","CHT","PBLA","3","3"
"mcderbo01","1947","CHG","PBLA","8","0"
"szukast01","1947","GRR","PBLA","3","3"
"clossbi01","1947","HMV","PBLA","2","0"
"hyattch01","1947","KCB","PBLA","1","5"
"vaughvi01","1947","LOU","PBLA","2","4"
"pailehe01","1947","NOL","PBLA","3","5"
"rosegl01","1947","OKD","PBLA","2","3"
"shephle01","1947","OMA","PBLA","2","4"
"hutchha01","1947","STJ","PBLA","1","6"
"halebr01","1947","STP","PBLA","6","3"
"davisdo01","1947","SPR","PBLA","1","7"
"gibbsji01","1947","TUL","PBLA","7","3"
"roossw01","1947","WAT","PBLA","1","5"
"gatesfr01","1950","AND","NPBL","",""
"klierle01","1950","AND","NPBL","",""
"dardeji01","1950","DNN","NPBL","18","16"
"lathage02","1950","EVA","NPBL","0","6"
"koliswa01","1950","LOA","NPBL","18","17"
"mcderbo01","1950","GRH","NPBL","",""
"glammge01","1950","GRH","NPBL","",""
"towerbl01","1950","GRH","NPBL","",""
"cloydpa01","1950","KCH","NPBL","",""
"eurasge01","1950","KCH","NPBL","",""
"schulho01","1950","SPL","NPBL","12","8"
"sueseke01","1950","SHE","NPBL","29","16"
"smileja01","1950","WAT","NPBL","32","24"